X,Y,Z,DIP,dipdir,feature_name,dip
291957.14226427954,7306882.586276468,0,,20,s0,26.0
292015.98460917675,7306630.51758432,0,,13,s0,18.0
291821.6877800274,7306576.24863061,0,,6,s0,28.0
291763.076318771,7306420.610310342,0,,354,s0,14.0
291733.58093372174,7305937.128721619,0,,344,s0,22.0
291706.7407105401,7305733.9800719395,0,,20,s0,18.0
290868.1218539382,7304606.339599904,0,,11,s0,28.0
264433.990009913,7319066.566263139,0,,172,s0,34.0
264386.73307625204,7319256.147674393,0,,164,s0,14.0
264347.9281329937,7319383.821686719,0,,164,s0,42.0
264313.18839097273,7319566.404522512,0,,178,s0,16.0
264295.41035067197,7319804.126134966,0,,165,s0,16.0
264135.26780859707,7320047.456605757,0,,162,s0,16.0
264100.47034566646,7320086.8785815295,0,,160,s0,12.0
263980.88086583954,7320018.1825644085,0,,164,s0,11.0
263847.08379629103,7320131.639470587,0,,174,s0,4.0
266391.23185789236,7317495.476053949,0,,176,s0,28.0
261672.267100709,7321002.132284358,0,,133,s0,5.0
261328.8606691512,7321242.683320902,0,,132,s0,12.0
261851.48228064153,7320890.784948781,0,,144,s0,28.0
262285.5270327026,7320595.555041961,0,,164,s0,24.0
258969.76584523276,7320027.860594628,0,,183,s0,27.0
258970.35954602325,7319969.132548552,0,,186,s0,26.0
258931.31547328038,7320603.763371285,0,,183,s0,38.0
258843.4972315253,7320520.600298893,0,,202,s0,22.0
258765.40084019766,7320803.832647769,0,,181,s0,26.0
258768.16319803617,7320994.033932848,0,,188,s0,20.0
258686.71074807987,7321271.127531251,0,,176,s0,24.0
258671.65383639606,7321135.015236514,0,,194,s0,12.0
258603.01542847327,7321537.093394671,0,,152,s0,8.0
258716.55245859124,7322038.90125313,0,,88,s0,18.0
258880.40563060026,7322738.468858164,0,,15,s0,19.0
258976.9314839304,7322950.875623379,0,,358,s0,20.0
258984.47643146227,7323009.173756961,0,,24,s0,26.0
259045.30602483655,7323120.691057935,0,,42,s0,28.0
259364.75827871342,7323260.962506078,0,,34,s0,22.0
259469.66190985305,7323344.965407527,0,,15,s0,28.0
257386.7781322986,7307220.047587951,0,,144,s0,39.0
256573.56472196404,7308366.284274818,0,,158,s0,21.0
256798.0166037075,7308918.581856237,0,,350,s0,75.0
256334.65787517204,7308940.727348603,0,,344,s0,90.0
256215.7033253545,7308901.55532196,0,,174,s0,85.0
255892.4085080338,7308951.81509174,0,,9,s0,75.0
255640.8525360891,7309086.867602202,0,,184,s0,88.0
255435.48153804906,7309369.9999714345,0,,184,s0,68.0
255723.26150398407,7308931.81916186,0,,357,s0,72.0
256112.11078345007,7301915.087397289,0,,197,s0,20.0
256240.7706920039,7301911.548117695,0,,190,s0,17.0
256271.90700006412,7301789.852888405,0,,236,s0,40.0
255973.66305771456,7301276.697339743,0,,208,s0,17.0
256010.95901146674,7302040.881792208,0,,244,s0,14.0
255518.13788127617,7310009.8397339005,0,,190,s0,78.0
255526.952688829,7310028.725889677,0,,189,s0,65.0
255459.2295696238,7310379.614467327,0,,30,s0,36.0
254799.9495806114,7310545.16077088,0,,24,s0,18.0
254751.76086654232,7310243.562160406,0,,183,s0,87.0
254759.3387974495,7310128.775524893,0,,202,s0,82.0
254778.08160153587,7310049.651630333,0,,12,s0,82.0
255503.18816556237,7307877.243817629,0,,204,s0,22.0
254867.0047864215,7307923.834334287,0,,183,s0,23.0
254845.30997008004,7307991.830493866,0,,177,s0,40.0
263782.82393166755,7305598.867574247,0,,191,s0,50.0
263980.4603277596,7306352.584157413,0,,170,s0,36.0
263846.55606223573,7307146.0726451315,0,,142,s0,12.0
263727.53554566484,7307413.908127997,0,,190,s0,23.0
277297.5071118966,7306577.988276737,0,,26,s0,68.0
277345.3577463464,7306781.956759544,0,,15,s0,87.0
277396.8860273543,7306816.899647018,0,,25,s0,74.0
277317.4950384701,7307356.899731565,0,,5,s0,60.0
277388.63193721254,7306818.429335655,0,,13,s0,76.0
277391.9962416863,7306689.065667255,0,,24,s0,68.0
290998.74427343195,7307316.887875646,0,,14,s0,19.0
290849.2718538762,7307217.288148885,0,,14,s0,25.0
290788.2113768641,7307241.313258644,0,,10,s0,21.0
218283.47548986168,7296856.037154697,0,,175,s0,60.0
218270.84285640222,7296974.942951767,0,,180,s0,50.0
218282.3623008834,7297043.129072679,0,,188,s0,58.0
217969.6469017928,7298255.992197928,0,,185,s0,35.0
217947.63874336513,7298336.0259073,0,,180,s0,30.0
217385.6844545742,7299041.7222649045,0,,30,s0,25.0
217082.732135123,7299355.988296993,0,,360,s0,40.0
216535.52966177225,7299054.0897476245,0,,140,s0,5.0
216681.571810105,7298764.168760188,0,,195,s0,5.0
221649.30544397054,7297178.091601131,0,,185,s0,45.0
221584.71574559942,7297333.549958037,0,,180,s0,50.0
221447.2657670232,7297861.672460242,0,,190,s0,35.0
221371.2308367691,7297969.690473495,0,,180,s0,30.0
220304.53192690806,7299156.518898101,0,,185,s0,30.0
220363.06917556876,7299286.052531899,0,,190,s0,30.0
220404.4962973151,7299561.3364986405,0,,200,s0,45.0
220469.0447664723,7300164.633699235,0,,285,s0,30.0
220411.3980689937,7300521.421076201,0,,360,s0,40.0
220312.01090768928,7300582.298684749,0,,5,s0,45.0
220568.67930310435,7300740.366510477,0,,5,s0,50.0
220648.97733486246,7300960.551692413,0,,5,s0,65.0
220688.41720813292,7301101.453012353,0,,8,s0,65.0
220774.7759354483,7301216.119672278,0,,5,s0,75.0
220597.13571176142,7298628.826308373,0,,185,s0,32.0
221053.18862225895,7297878.908951839,0,,185,s0,25.0
224127.9155351689,7298723.407056424,0,,220,s0,35.0
224390.82603471546,7299551.698460083,0,,10,s0,40.0
224721.4101784032,7300420.541609546,0,,10,s0,60.0
224744.16870866012,7300300.276089243,0,,12,s0,65.0
224592.5358778967,7300246.427050073,0,,5,s0,85.0
224467.058865235,7299883.840853453,0,,12,s0,85.0
224431.89858515537,7299854.21688333,0,,10,s0,65.0
223939.29184689187,7299070.746356531,0,,185,s0,30.0
217574.12673426978,7296757.987112569,0,,185,s0,30.0
217780.9737384416,7296915.22510721,0,,185,s0,30.0
217662.2748097955,7296947.648507532,0,,185,s0,55.0
216630.93408027454,7297026.422473423,0,,192,s0,40.0
216342.44497171987,7297067.714068666,0,,185,s0,40.0
215950.30560036213,7297104.126657031,0,,185,s0,35.0
215730.46314557566,7297128.061785128,0,,60,s0,35.0
215767.40452802228,7296892.90964966,0,,60,s0,55.0
215822.43729285564,7296646.159874858,0,,190,s0,50.0
216028.01443700917,7296508.647865009,0,,190,s0,35.0
216130.35361056996,7296291.452074572,0,,210,s0,30.0
216416.32773661264,7296329.374355573,0,,95,s0,42.0
216374.10901381588,7296424.415010327,0,,65,s0,35.0
216548.4344080863,7296572.704826345,0,,60,s0,35.0
216011.74538620352,7294333.160679132,0,,200,s0,15.0
217874.51459614135,7296861.905960158,0,,195,s0,55.0
229563.4441618026,7302854.076270228,0,,65,s0,30.0
229452.38088497415,7302520.754116997,0,,300,s0,20.0
229467.8335971866,7302419.304766718,0,,205,s0,30.0
228049.68031173368,7303269.171778852,0,,210,s0,25.0
226755.67645800015,7302520.874092781,0,,212,s0,65.0
251510.12157341602,7295841.003759613,0,,10,s0,22.0
251965.0035740154,7295168.16071485,0,,60,s0,3.0
251935.59889325398,7295126.969099284,0,,15,s0,35.0
251479.73563718158,7295179.198468167,0,,8,s0,50.0
253162.8526373893,7293170.457341542,0,,15,s0,85.0
253292.74117674204,7292966.178921817,0,,15,s0,55.0
253952.92820862716,7292381.677895283,0,,55,s0,20.0
253743.30235493134,7292108.1435724115,0,,185,s0,40.0
253796.31488791082,7292993.763307076,0,,10,s0,75.0
232807.72212511994,7304393.582907878,0,,330,s0,70.0
232337.64303347486,7304213.969467705,0,,0,s0,45.0
232052.64191706147,7304084.7557688,0,,15,s0,45.0
231965.39263856463,7304283.815250825,0,,10,s0,42.0
232218.01232442778,7304455.320341442,0,,25,s0,42.0
232564.214097208,7304527.7356015025,0,,330,s0,58.0
232642.22803009057,7304526.115931176,0,,320,s0,55.0
227018.19940286124,7302638.250201194,0,,195,s0,50.0
238652.54147917766,7295455.10230937,0,,205,s0,45.0
238747.99537275147,7295489.685270105,0,,182,s0,32.0
238804.28975176404,7295719.828425128,0,,190,s0,20.0
238844.33981750975,7295868.978066148,0,,194,s0,12.0
238785.3902766375,7295966.748165331,0,,192,s0,15.0
238745.52986530977,7296047.3517587045,0,,190,s0,10.0
238685.18677675046,7296231.094358433,0,,295,s0,5.0
238793.10838689827,7296288.082758603,0,,30,s0,30.0
238895.9505569626,7296465.666611919,0,,15,s0,50.0
240033.7698738738,7297685.748267761,0,,10,s0,65.0
239940.7567502107,7297831.208659725,0,,14,s0,35.0
239765.19447929994,7297808.56326914,0,,15,s0,60.0
239729.45699011983,7297825.52981565,0,,5,s0,70.0
246873.4420964501,7306517.6105674,0,,285,s0,45.0
246959.5616942792,7306285.097894677,0,,210,s0,42.0
246975.2205526006,7306261.442709621,0,,210,s0,25.0
247100.47492745842,7306716.850012776,0,,305,s0,28.0
247019.64916166704,7306880.966607323,0,,330,s0,80.0
246957.7476085381,7307020.158275264,0,,340,s0,75.0
212565.98021750996,7303437.757465164,0,,10,s0,20.0
212349.77418005682,7303174.381074691,0,,12,s0,18.0
212046.68168125296,7302909.00509124,0,,5,s0,22.0
212079.07960349438,7302769.883409051,0,,5,s0,30.0
212030.36315539124,7302649.157982369,0,,10,s0,22.0
211841.67350035202,7302118.95590349,0,,4,s0,40.0
211875.78655820555,7301995.381056788,0,,350,s0,75.0
212420.21018203103,7301794.232000035,0,,345,s0,68.0
212461.88467910478,7301503.7511265725,0,,354,s0,32.0
212464.92739564955,7301310.370488641,0,,358,s0,28.0
212489.10421112407,7301110.991071742,0,,2,s0,32.0
212407.8249238982,7301615.168447904,0,,355,s0,52.0
212388.68631928554,7301975.495104458,0,,354,s0,48.0
220353.23188335326,7307370.436978835,0,,200,s0,85.0
220296.08818237862,7307762.817110999,0,,5,s0,35.0
219913.31609014625,7308332.071241003,0,,20,s0,36.0
219836.5307880587,7307983.70215053,0,,208,s0,80.0
219712.00204749173,7307962.946375321,0,,208,s0,90.0
219483.17162242654,7308048.408979677,0,,330,s0,35.0
219485.5794089585,7308019.074950532,0,,335,s0,25.0
220609.8425578517,7306476.548927138,0,,200,s0,80.0
220538.1284500049,7306322.940193757,0,,222,s0,82.0
212185.0716860835,7303894.234550617,0,,10,s0,15.0
202791.414109445,7305181.322568759,0,,15,s0,38.0
203140.05665213853,7304577.025571617,0,,10,s0,36.0
203252.464001589,7304400.131577862,0,,10,s0,38.0
203698.11890243297,7304068.82901348,0,,14,s0,35.0
203643.21807110636,7304042.394394177,0,,8,s0,42.0
203637.99020582205,7303774.328958122,0,,10,s0,34.0
203898.09711830848,7303445.765836159,0,,6,s0,28.0
202632.65686920634,7305643.37851863,0,,10,s0,36.0
203611.37262042903,7303262.903057389,0,,70,s0,20.0
203783.0510986799,7302961.644377697,0,,330,s0,10.0
203874.22539906605,7302842.388651844,0,,330,s0,10.0
204558.93557190686,7302082.173391368,0,,340,s0,15.0
204567.47826659767,7301902.6399348825,0,,335,s0,8.0
204472.4449110811,7302216.386072776,0,,335,s0,10.0
204438.81011219585,7302410.686523486,0,,336,s0,12.0
203700.77406428783,7302412.356183734,0,,330,s0,10.0
202716.3686805066,7305989.598046633,0,,12,s0,34.0
206993.3891669559,7309365.9008094,0,,230,s0,15.0
206766.07597723603,7309665.719782143,0,,225,s0,14.0
206490.6070568256,7309422.529282901,0,,75,s0,5.0
206435.35990003526,7308815.082926857,0,,80,s0,16.0
206634.6866942133,7308908.803850208,0,,82,s0,8.0
207125.70198453544,7309110.012894627,0,,225,s0,12.0
200103.9780113186,7289107.154419592,0,,70,s0,15.0
200886.45915999432,7289762.720980797,0,,20,s0,12.0
201327.41392959608,7290658.628621323,0,,50,s0,16.0
201081.77022800234,7290343.732717509,0,,30,s0,26.0
201096.92608982,7290294.172805284,0,,30,s0,16.0
200807.76906787255,7289651.393641168,0,,32,s0,18.0
211270.67352033162,7295126.469203997,0,,160,s0,10.0
211309.71759307274,7295024.280004309,0,,170,s0,8.0
211340.63950918394,7294976.4697359465,0,,176,s0,12.0
211494.8038141493,7294858.363776055,0,,70,s0,18.0
211683.2048646356,7294689.078233616,0,,175,s0,8.0
211757.3844799195,7293918.705040842,0,,182,s0,8.0
211303.195130228,7293526.0149718225,0,,115,s0,8.0
211089.16599567328,7293654.308857998,0,,110,s0,5.0
210235.30057293404,7293755.758208375,0,,95,s0,8.0
232648.65154277487,7296279.494507104,0,,150,s0,32.0
207829.2456656798,7293559.618132415,0,,230,s0,5.0
335883.86801852245,7312492.894314231,0,,5,s0,15.0
335939.4202715451,7312211.541582765,0,,10,s0,14.0
336076.91972518084,7312120.210173009,0,,14,s0,5.0
336138.98619520146,7312081.937963206,0,,10,s0,12.0
335926.6474587312,7312035.277460817,0,,8,s0,16.0
335646.6433239693,7312167.380571611,0,,12,s0,15.0
337071.16240118025,7310345.001511591,0,,200,s0,15.0
337926.4708466353,7310279.974747598,0,,212,s0,10.0
337985.2802081534,7310444.581242423,0,,255,s0,16.0
337980.26673482073,7310545.870625261,0,,265,s0,12.0
338143.42725590663,7311188.379844369,0,,10,s0,10.0
333852.8670933321,7304733.283760503,0,,200,s0,20.0
333969.85088636016,7305018.11578377,0,,195,s0,14.0
332915.28985933727,7304923.784984533,0,,320,s0,20.0
320756.1245313843,7301369.16851647,0,,5,s0,18.0
320827.79741000547,7301229.626919758,0,,5,s0,20.0
319957.29187351116,7299825.432739422,0,,315,s0,15.0
328440.0145386857,7300226.931015577,0,,185,s0,18.0
328947.9750390099,7300104.855863619,0,,190,s0,10.0
327592.5973662208,7301112.910676984,0,,310,s0,5.0
334796.1669432742,7307427.975263845,0,,285,s0,15.0
334797.5687367999,7307394.981979532,0,,290,s0,12.0
339506.62198908627,7297325.831525951,0,,160,s0,58.0
338558.1190113975,7291364.414955039,0,,2,s0,48.0
338526.661115407,7291578.371404823,0,,182,s0,22.0
333736.22137991677,7292944.683296004,0,,100,s0,10.0
287240.09878883814,7303241.207468647,0,,190,s0,50.0
286816.5427507247,7303271.471308535,0,,185,s0,65.0
287557.539056705,7302353.888079936,0,,10,s0,80.0
288029.96821396274,7302223.624594685,0,,14,s0,78.0
281038.1354267039,7302566.524798449,0,,195,s0,42.0
281250.7957511013,7302452.827941112,0,,195,s0,52.0
309225.5069307327,7297907.183193626,0,,185,s0,20.0
309164.22381591954,7297983.1277353335,0,,178,s0,20.0
309143.4772716726,7299413.676551264,0,,10,s0,60.0
318028.26730472967,7298888.1435219385,0,,10,s0,65.0
318374.78241958574,7298894.50222764,0,,20,s0,60.0
211104.65169105277,7245123.997062586,0,,25,s0,75.0
212595.1375227027,7245806.018238975,0,,190,s0,24.0
212776.3152135808,7245547.390881803,0,,190,s0,18.0
212875.5457038458,7245435.163725305,0,,160,s0,26.0
213098.67000466306,7245812.097001603,0,,190,s0,32.0
213571.6516335085,7246289.129902882,0,,195,s0,32.0
213588.06910950295,7246544.90784002,0,,195,s0,30.0
213848.86867291154,7246921.281230276,0,,190,s0,32.0
202021.7717400411,7245802.259005536,0,,195,s0,42.0
202194.73657000298,7245433.134139809,0,,198,s0,48.0
231966.96759469976,7260566.423799358,0,,78,s0,16.0
221794.73739969253,7258727.728061374,0,,355,s0,68.0
211669.70641737583,7260546.9277695855,0,,25,s0,78.0
197079.31161898532,7273287.784407087,0,,335,s0,70.0
228584.34910181403,7324324.81596336,0,,178,s0,18.0
228513.82239554706,7324279.685149612,0,,175,s0,20.0
228374.51710200455,7324141.023373827,0,,175,s0,12.0
228408.16014673264,7323870.668403796,0,,176,s0,12.0
228536.30056709627,7323337.776872315,0,,172,s0,12.0
228346.97598205548,7323215.111840442,0,,174,s0,14.0
228647.3308605487,7322944.097004705,0,,195,s0,15.0
228806.40968870884,7322739.088733534,0,,192,s0,10.0
229140.27567842044,7322447.868010645,0,,192,s0,10.0
228911.70912037208,7322719.712677466,0,,194,s0,10.0
228358.6850809523,7322555.296144016,0,,192,s0,12.0
227868.18927882897,7322057.32750413,0,,200,s0,10.0
227718.05719172588,7321525.745706079,0,,200,s0,12.0
228114.69879406062,7319895.607515961,0,,198,s0,8.0
228814.5978120804,7318009.691388678,0,,200,s0,6.0
197180.74374982686,7300435.938478811,0,,200,s0,38.0
197226.2608103443,7300524.510450235,0,,200,s0,55.0
205589.9794510369,7300350.375893602,0,,205,s0,48.0
205692.6979334409,7301031.667218709,0,,345,s0,28.0
205542.0875873685,7301522.737262842,0,,342,s0,18.0
206963.36604782718,7299786.060758136,0,,200,s0,64.0
207039.87923705368,7299914.92452828,0,,215,s0,65.0
212231.80088568863,7298576.107040085,0,,10,s0,12.0
295500.81858807686,7322935.548742384,0,,185,s0,22.0
295262.62912974256,7322660.024824481,0,,195,s0,26.0
294885.7198328104,7322048.359327228,0,,198,s0,16.0
294844.2432359996,7321873.944828793,0,,198,s0,22.0
294659.49509454286,7321179.406200124,0,,198,s0,20.0
294868.0984635489,7320709.041941404,0,,210,s0,20.0
294902.13730880106,7320231.269190665,0,,205,s0,18.0
294964.7067753191,7319965.623262124,0,,205,s0,18.0
295218.79422145896,7319424.893326134,0,,208,s0,18.0
249274.07123814107,7327088.943332041,0,,100,s0,28.0
237295.8609629835,7304992.031095195,0,,190,s0,42.0
237192.6642216153,7305102.378634278,0,,175,s0,22.0
237451.60022420762,7305358.356530704,0,,190,s0,34.0
237457.38056105812,7305391.489786524,0,,355,s0,45.0
237369.41389410628,7305420.443893005,0,,175,s0,28.0
247410.37024780142,7307239.393650517,0,,350,s0,22.0
217031.5996546758,7308418.3536787415,0,,290,s0,20.0
233971.1035594138,7328467.872655784,0,,184,s0,48.0
233986.40784642892,7328868.041202633,0,,182,s0,46.0
232817.60064665973,7329951.480671741,0,,10,s0,26.0
224928.1582325452,7331292.72766538,0,,185,s0,38.0
216863.05459722388,7299567.065332895,0,,354,s0,5.0
218006.9593472322,7298142.005399608,0,,182,s0,45.0
205558.76893037988,7301273.977897089,0,,342,s0,15.0
210409.10647902446,7296502.6490866635,0,,212,s0,34.0
210593.3268864522,7296700.228869848,0,,214,s0,50.0
210661.15720163472,7296787.5410976885,0,,210,s0,60.0
210693.6953032298,7296834.331573618,0,,224,s0,40.0
210754.75578024384,7297009.185982502,0,,220,s0,42.0
210796.76835693634,7297088.649807866,0,,204,s0,38.0
210832.54707533907,7297150.35724749,0,,204,s0,45.0
210910.52802484902,7297322.13228317,0,,195,s0,62.0
210922.94626636006,7297404.315555002,0,,200,s0,32.0
210944.48441166343,7297531.909583602,0,,202,s0,52.0
211050.46824840643,7297753.804417538,0,,206,s0,62.0
211171.25337566034,7297882.778165292,0,,202,s0,42.0
211211.59204596165,7297984.707417883,0,,202,s0,65.0
211237.4839970526,7298043.995349992,0,,202,s0,45.0
211301.45525710238,7298166.810351347,0,,200,s0,50.0
211402.3678996018,7298314.770234528,0,,197,s0,32.0
211524.55482038506,7298470.038630081,0,,204,s0,36.0
211544.4602885174,7298528.866655804,0,,222,s0,52.0
212020.32796286372,7298873.856434079,0,,56,s0,20.0
212109.2016726929,7298926.345750021,0,,234,s0,70.0
212355.826629753,7298949.571022555,0,,50,s0,70.0
211362.40029229334,7296959.166163821,0,,195,s0,35.0
211248.5499200892,7296616.495913371,0,,202,s0,52.0
211327.6110752059,7297007.226381307,0,,216,s0,54.0
211369.6978644936,7297068.733861633,0,,195,s0,60.0
211758.3162603429,7297244.658052727,0,,198,s0,50.0
211481.4455464026,7297711.6729932185,0,,210,s0,80.0
211543.5367539606,7299147.770679682,0,,230,s0,50.0
211603.70667979086,7299179.264269246,0,,232,s0,42.0
211742.64091034496,7299394.8503872985,0,,234,s0,62.0
212059.19887288281,7299826.022623401,0,,42,s0,30.0
212224.88262233016,7299930.8512858115,0,,36,s0,20.0
212264.82549210248,7300112.254361736,0,,30,s0,20.0
212277.18601270614,7300173.361923466,0,,20,s0,34.0
212285.7287073937,7300202.136066572,0,,10,s0,18.0
212353.1632220514,7300360.383855686,0,,14,s0,24.0
212329.39045294467,7300470.421457853,0,,30,s0,22.0
212676.33435171732,7301056.392185167,0,,2,s0,10.0
199246.9132010236,7296446.190580135,0,,200,s0,23.0
199445.1268062262,7296794.579666514,0,,205,s0,23.0
199545.03345572384,7296931.861723132,0,,220,s0,28.0
199577.60454069404,7297117.713893456,0,,174,s0,11.0
199424.31429522194,7297169.753301008,0,,202,s0,16.0
199502.90543721372,7297539.188103611,0,,215,s0,32.0
199506.78922987793,7297628.299965147,0,,220,s0,23.0
199557.74854763213,7297737.817673128,0,,215,s0,50.0
199586.7409361794,7297853.744076639,0,,201,s0,42.0
199598.2438889722,7297951.884100519,0,,206,s0,42.0
199639.12678499607,7298086.7966394555,0,,200,s0,35.0
199648.54353918444,7298273.258685645,0,,199,s0,36.0
199649.50005712284,7298446.7833651975,0,,206,s0,18.0
199674.19636079343,7298483.905809027,0,,202,s0,36.0
199702.18275633402,7298604.461270307,0,,199,s0,20.0
199638.30220057175,7298785.694380842,0,,190,s0,40.0
199656.0142741205,7298940.402890368,0,,208,s0,30.0
199723.40755954664,7297169.273398645,0,,192,s0,15.0
199844.51427473885,7299199.420168123,0,,182,s0,16.0
199824.13879348623,7299283.693014633,0,,186,s0,20.0
199740.9959454413,7299387.571870404,0,,172,s0,22.0
199688.3050003873,7299458.517429648,0,,210,s0,54.0
199491.0726506604,7299759.636137835,0,,186,s0,15.0
199506.47588780726,7299875.372580016,0,,176,s0,16.0
199476.77435665333,7300010.665041631,0,,191,s0,28.0
199386.05357770418,7300107.735283278,0,,207,s0,26.0
199394.9673353883,7300137.079310384,0,,12,s0,20.0
199463.51503902487,7300274.801277466,0,,30,s0,60.0
199501.79224825074,7300351.005766256,0,,19,s0,56.0
199515.30718705192,7300407.844196957,0,,14,s0,75.0
199485.04493848863,7300678.819040816,0,,202,s0,68.0
199518.58903308393,7300767.680953225,0,,210,s0,60.0
199622.19806667074,7300951.493538689,0,,14,s0,40.0
217870.35869061382,7296861.596023245,0,,198,s0,60.0
226103.53737013624,7302384.611828623,0,,226,s0,42.0
225861.19200626836,7302217.295885319,0,,202,s0,70.0
225844.89821793634,7302146.5902772425,0,,217,s0,50.0
225873.27216815978,7302055.808755556,0,,219,s0,38.0
225649.41398720234,7301929.6244400265,0,,202,s0,28.0
225569.2561347974,7301588.553863962,0,,20,s0,41.0
225622.99430207972,7301477.866394072,0,,46,s0,65.0
225552.6654960733,7301236.855451157,0,,30,s0,68.0
237321.21693413006,7279647.539893039,0,,3,s0,8.0
236124.80264765088,7280037.050609333,0,,328,s0,62.0
235783.72154417908,7280186.43020357,0,,328,s0,8.0
235479.29321860644,7280578.230453783,0,,232,s0,18.0
235382.4622690351,7281023.289863234,0,,4,s0,15.0
235357.22173964395,7281033.787726426,0,,358,s0,7.0
224960.4736961925,7284456.83097664,0,,10,s0,15.0
224968.5463777567,7284577.586397221,0,,10,s0,20.0
225005.5784644914,7284653.690906366,0,,20,s0,14.0
225040.46663170686,7284107.2421344295,0,,354,s0,8.0
223584.09385792946,7283222.092304239,0,,12,s0,23.0
223579.74829798512,7283113.924321521,0,,14,s0,32.0
222481.12972483813,7279905.887308269,0,,35,s0,22.0
248408.1338992927,7286935.13652325,0,,2,s0,12.0
248710.12145495292,7286759.252323955,0,,342,s0,15.0
248557.63105638223,7286718.950527277,0,,330,s0,20.0
248872.87792966884,7285832.800900455,0,,333,s0,12.0
222204.21778176888,7305307.596863804,0,,209,s0,87.0
222223.9088579446,7305370.164128417,0,,207,s0,75.0
222224.1232498971,7305441.669573691,0,,214,s0,67.0
222245.00172765588,7305531.641260212,0,,211,s0,60.0
222247.6568895207,7305551.537210449,0,,213,s0,68.0
222245.94175390858,7306592.005426154,0,,190,s0,38.0
222285.16723522817,7306730.337269103,0,,186,s0,5.0
222376.33328977018,7306933.985817024,0,,0,s0,0.0
222443.3555122096,7307125.626809048,0,,14,s0,30.0
222426.58346491243,7307472.13627805,0,,19,s0,20.0
222456.89518854662,7307712.597332895,0,,20,s0,22.0
221989.53722551343,7305111.376803849,0,,203,s0,80.0
222529.20299718413,7308167.594719486,0,,12,s0,20.0
222568.37075759086,7308252.277482552,0,,6,s0,23.0
222569.1458669558,7308321.353422344,0,,27,s0,34.0
222615.37207008188,7308538.299263642,0,,5,s0,47.0
222611.2573937765,7308587.429263373,0,,25,s0,44.0
222645.19728890195,7308809.014160406,0,,20,s0,40.0
222679.2938550689,7308986.697993373,0,,2,s0,52.0
222732.4383215577,7309058.353408115,0,,8,s0,56.0
222739.4555350546,7309083.768235,0,,9,s0,52.0
223478.38213413797,7309213.091911476,0,,20,s0,40.0
223534.86616756738,7309244.015617041,0,,15,s0,45.0
246859.0036230874,7306530.997842459,0,,268,s0,50.0
246718.9974327839,7306783.996345352,0,,322,s0,62.0
246670.00062597604,7306852.002502898,0,,316,s0,36.0
246634.9970169367,7306894.003953625,0,,322,s0,80.0
246322.00125914215,7307158.000217964,0,,152,s0,45.0
246275.99769381405,7307187.004314268,0,,330,s0,50.0
246132.0005148684,7307395.001976952,0,,153,s0,86.0
245722.99839192943,7306389.996542919,0,,318,s0,52.0
245703.0022195118,7306230.998906429,0,,184,s0,32.0
214275.3437401639,7306216.821794473,0,,190,s0,38.0
214327.00395468157,7306514.621178264,0,,195,s0,40.0
214221.2510015804,7306901.462437856,0,,191,s0,42.0
214211.33949673595,7306969.658556734,0,,192,s0,52.0
214209.77278632182,7307096.992638252,0,,194,s0,62.0
214019.95345062093,7307466.277471411,0,,189,s0,60.0
213953.0136866212,7307581.214076405,0,,192,s0,70.0
213848.76972302672,7307657.358577424,0,,182,s0,66.0
213862.6227414455,7307901.068970876,0,,194,s0,40.0
213827.22333188308,7308133.701619176,0,,188,s0,28.0
213869.7966259857,7308203.407430757,0,,216,s0,22.0
213843.08009046607,7308373.802747285,0,,190,s0,24.0
213189.33306295634,7307405.629816156,0,,188,s0,64.0
212439.95073329774,7306807.831496358,0,,194,s0,57.0
215094.9641715428,7308523.722231476,0,,307,s0,11.0
215567.9210628518,7308606.095464592,0,,304,s0,18.0
215899.12364485802,7308715.853123704,0,,307,s0,18.0
216536.58512987924,7308696.077148981,0,,337,s0,25.0
216561.71021745063,7308740.038200835,0,,337,s0,15.0
216578.26787279872,7308800.5658805985,0,,336,s0,15.0
216550.46288582718,7308419.9033633545,0,,172,s0,28.0
216534.39998113853,7308344.418728037,0,,181,s0,32.0
216524.61216396128,7308214.975075918,0,,181,s0,26.0
216637.78637692367,7307723.515111161,0,,184,s0,25.0
216606.6335771744,7307439.003022777,0,,184,s0,73.0
201098.91333837755,7306456.742960869,0,,15,s0,22.0
201085.09330333787,7306351.234436827,0,,11,s0,20.0
201065.22081858205,7306224.870157914,0,,12,s0,26.0
201013.07409925223,7306145.156383429,0,,1,s0,25.0
200859.0912028575,7306072.381196631,0,,2,s0,29.0
200915.86384084047,7305996.316679334,0,,2,s0,27.0
200850.88658778125,7305793.268009313,0,,6,s0,29.0
200831.10480731423,7305705.925787574,0,,3,s0,30.0
200964.9183685569,7305556.1062828805,0,,12,s0,25.0
200935.95071754197,7305470.793648025,0,,3,s0,29.0
200966.52630819293,7305389.510193032,0,,0,s0,27.0
201043.83934431878,7305221.414408432,0,,356,s0,25.0
201006.94743693474,7305150.228898043,0,,8,s0,39.0
200726.13520941208,7304406.3403144535,0,,4,s0,17.0
200742.3960143659,7304296.042765198,0,,352,s0,16.0
200690.58737464936,7304186.515059253,0,,347,s0,28.0
200650.81766760722,7303371.690914359,0,,353,s0,15.0
200592.7421862248,7303528.32903113,0,,350,s0,12.0
200932.52869216137,7305699.217153082,0,,2,s0,28.0
