X,Y,Z,DIP,dipdir,feature_name,dip
288224.5866309992,7249568.032488044,0,,350,s0,10.0
288498.9093790438,7250085.027255252,0,,360,s0,5.0
287689.87661177316,7250106.70284326,0,,50,s0,5.0
285923.44360081217,7252083.660439289,0,,136,s0,32.0
286111.6549968738,7251716.835105522,0,,155,s0,35.0
286099.08008432016,7251588.891148144,0,,162,s0,55.0
286525.50567625026,7252298.206768997,0,,110,s0,15.0
288622.2507180258,7253354.421779458,0,,356,s0,15.0
313810.0974092025,7246830.969609027,0,,162,s0,65.0
312174.2868177449,7246872.251206288,0,,165,s0,70.0
311175.3687480255,7247295.685017567,0,,170,s0,55.0
311456.0490420222,7246952.974775244,0,,174,s0,70.0
298657.6246349859,7264094.5856500715,0,,30,s0,55.0
298878.68747472006,7265003.74059421,0,,14,s0,15.0
298932.8626717449,7264673.927726665,0,,340,s0,15.0
298849.67859448434,7264457.56176733,0,,350,s0,20.0
298832.8570721226,7264410.341378904,0,,350,s0,10.0
298640.8113584648,7263907.543721913,0,,10,s0,55.0
298421.7440130502,7263697.846405197,0,,240,s0,30.0
298269.03097668494,7263087.370665768,0,,360,s0,20.0
298309.38613867434,7262783.502517249,0,,185,s0,65.0
298416.9696692041,7262566.3667146135,0,,175,s0,70.0
298567.03578954557,7262123.536851348,0,,170,s0,10.0
293421.2826233122,7265466.4564098045,0,,15,s0,30.0
293421.18367318343,7265425.564733189,0,,15,s0,50.0
293397.0728244591,7265325.495102072,0,,15,s0,50.0
293305.436756797,7265104.090168405,0,,210,s0,28.0
293759.3375019215,7265846.419069502,0,,332,s0,35.0
293914.6644709269,7265997.8582444955,0,,355,s0,35.0
294231.8985926892,7266271.272591792,0,,340,s0,15.0
295465.9221749776,7266211.5047573475,0,,8,s0,10.0
296458.1198815961,7266002.727253392,0,,310,s0,5.0
295784.6900237774,7265434.872838523,0,,330,s0,35.0
312279.47905343777,7261025.450363566,0,,230,s0,25.0
282147.6302683982,7261622.678799774,0,,165,s0,30.0
281785.7119163964,7261819.418753932,0,,110,s0,50.0
281645.7552011572,7261858.430813143,0,,108,s0,45.0
281320.07733483904,7261950.792013293,0,,114,s0,60.0
281054.87449058495,7261879.2365782,0,,128,s0,42.0
279838.32385235507,7262796.22992688,0,,328,s0,50.0
279634.799923441,7263293.058798804,0,,311,s0,35.0
280680.3399968125,7264244.515132603,0,,350,s0,55.0
281721.2706432252,7264546.713620957,0,,290,s0,45.0
282390.80021669425,7263720.471800078,0,,126,s0,40.0
282547.84232131275,7263439.059080818,0,,120,s0,25.0
282905.0770337556,7263484.549821304,0,,110,s0,60.0
283301.9825031036,7263122.793455757,0,,120,s0,15.0
284737.65820766333,7265971.173676185,0,,148,s0,10.0
285670.32916431315,7266623.170964011,0,,152,s0,5.0
286668.4391412926,7267481.7462034905,0,,20,s0,59.0
282859.79085688473,7268275.704595618,0,,320,s0,75.0
281105.14940326475,7267241.825038839,0,,320,s0,35.0
281007.7082612151,7266923.959739403,0,,12,s0,5.0
281260.96287708485,7266855.693634765,0,,6,s0,20.0
333076.4301485664,7290128.796461619,0,,16,s0,0.0
333092.53428247647,7290444.342233192,0,,134,s0,8.0
333095.42857382505,7290677.76472072,0,,165,s0,75.0
333136.85569556965,7290833.772965694,0,,348,s0,5.0
333298.1609016874,7290439.4832222285,0,,142,s0,70.0
333668.6961609771,7289811.521042112,0,,178,s0,12.0
333524.9546032073,7289711.451410997,0,,152,s0,50.0
339719.9419810246,7287836.862978031,0,,348,s0,15.0
339403.2520849905,7288110.917195089,0,,8,s0,5.0
339187.38412716286,7288552.267359541,0,,10,s0,30.0
341355.79380170075,7286791.1958205495,0,,35,s0,25.0
341329.9348339905,7286319.3818569165,0,,30,s0,10.0
344458.64728939964,7286957.092052847,0,,344,s0,30.0
338897.229358074,7288692.478819904,0,,320,s0,40.0
338843.37574897555,7288652.426972342,0,,20,s0,50.0
338739.10704785254,7288870.31262235,0,,358,s0,40.0
334037.96980608813,7287819.216569919,0,,342,s0,5.0
334516.0885959101,7288557.82622806,0,,8,s0,50.0
332852.20915046905,7289544.1454656385,0,,352,s0,20.0
332900.07627660746,7291512.494813826,0,,6,s0,20.0
326984.9446083502,7291733.559816703,0,,40,s0,35.0
327793.01261183387,7290794.33099401,0,,358,s0,25.0
327748.6004944576,7291042.570465582,0,,6,s0,80.0
327607.97586582846,7291036.19176395,0,,282,s0,40.0
327544.77146929904,7290653.369686277,0,,6,s0,40.0
327276.70731708,7289867.909564411,0,,14,s0,30.0
326795.9745946162,7288956.425094439,0,,72,s0,10.0
325742.3123646212,7288317.705104047,0,,348,s0,15.0
325675.3561089367,7287918.206420848,0,,50,s0,20.0
321473.67790202587,7293017.398495078,0,,292,s0,25.0
321457.86237266625,7293009.6600702135,0,,48,s0,75.0
321390.2134660606,7292987.314618565,0,,10,s0,60.0
321464.1621977091,7292897.192962567,0,,308,s0,45.0
321572.2734622742,7292902.78182497,0,,103,s0,50.0
321530.1371979243,7292787.815226088,0,,32,s0,45.0
322174.03044146916,7292685.566038612,0,,28,s0,50.0
322302.4594663814,7292447.924409876,0,,156,s0,45.0
321847.3465821466,7292216.391537725,0,,354,s0,40.0
318138.4317845257,7293330.664730659,0,,80,s0,5.0
318382.0387625634,7293419.786590161,0,,70,s0,5.0
317452.6001768867,7294265.114526112,0,,400,s0,0.0
318174.4248948772,7294354.916247226,0,,176,s0,3.0
319062.46934218844,7294215.744575214,0,,180,s0,15.0
319841.5284654369,7294254.356715821,0,,30,s0,60.0
319874.22323807486,7294100.797972258,0,,171,s0,60.0
319899.5709634365,7293682.953023387,0,,222,s0,40.0
319641.13795735285,7293389.182819463,0,,148,s0,30.0
319564.6247681302,7293134.304699168,0,,334,s0,30.0
319646.6049521216,7289444.785690082,0,,308,s0,35.0
319439.0158219667,7289499.824487096,0,,352,s0,70.0
320179.7812443077,7289492.745927913,0,,2,s0,30.0
328836.1778820426,7295479.027437605,0,,342,s0,30.0
315743.1294583237,7268445.580017632,0,,52,s0,50.0
315700.26755967,7268441.250898812,0,,192,s0,40.0
314354.644720681,7268106.139109854,0,,242,s0,50.0
315057.4710134133,7267604.941127248,0,,222,s0,75.0
342145.02829681133,7280531.489965556,0,,196,s0,60.0
341797.5071889515,7280523.231646514,0,,172,s0,80.0
340357.1560906904,7280712.943031313,0,,12,s0,5.0
342167.20961796795,7278957.560334377,0,,162,s0,60.0
342062.734770734,7282522.084785742,0,,215,s0,35.0
345927.1497000838,7278450.933456805,0,,164,s0,30.0
344179.9872272586,7279297.771085458,0,,168,s0,15.0
344683.64339686,7275375.019550178,0,,70,s0,30.0
345344.63027563284,7276009.140476698,0,,22,s0,35.0
345368.3618155159,7276060.140095873,0,,38,s0,40.0
345698.7645506152,7271561.195842952,0,,198,s0,40.0
345829.3210033546,7271416.6552637685,0,,188,s0,30.0
345778.70801106596,7271335.461790465,0,,188,s0,30.0
345681.1514272004,7271151.729188705,0,,180,s0,25.0
346126.3363149,7269513.612622589,0,,188,s0,5.0
347199.08767444117,7268660.186335038,0,,350,s0,3.0
347348.70851919544,7268922.013040969,0,,184,s0,8.0
340168.21906033286,7273931.183438848,0,,166,s0,55.0
340387.9130899138,7273772.325773865,0,,166,s0,50.0
327953.48498767626,7279160.289069566,0,,110,s0,20.0
329800.5458641532,7276281.445049927,0,,195,s0,60.0
327904.7355561962,7272080.250190986,0,,178,s0,20.0
332338.62498432794,7269622.410477131,0,,216,s0,35.0
334399.13778625056,7268009.198841684,0,,20,s0,65.0
323256.80050182337,7267884.884145618,0,,315,s0,30.0
321810.8587211298,7268783.611212332,0,,32,s0,80.0
321121.89369265863,7268814.204985061,0,,260,s0,3.0
321921.26233040844,7268981.770877505,0,,326,s0,25.0
319086.9512538931,7267869.447287764,0,,160,s0,45.0
318421.2889814045,7269432.589114772,0,,308,s0,50.0
318251.24318033096,7269706.763307411,0,,300,s0,10.0
318366.1490205978,7269276.2209430635,0,,358,s0,30.0
319273.50523525325,7274052.05883508,0,,336,s0,20.0
319652.8305645584,7274409.146150989,0,,288,s0,10.0
228170.97668115306,7244539.805971328,0,,172,s0,40.0
228170.32525945146,7244526.718635216,0,,168,s0,35.0
228172.62585001235,7244461.4719159985,0,,164,s0,20.0
228143.01502314192,7244384.067671411,0,,168,s0,30.0
228106.7745374599,7244197.225702555,0,,130,s0,30.0
228074.14573157736,7243894.297362745,0,,176,s0,40.0
228151.1289339275,7243759.584783094,0,,158,s0,28.0
228293.8067777868,7243682.040566985,0,,170,s0,50.0
229553.78827795543,7242890.281727109,0,,132,s0,5.0
230409.36059045047,7242750.9600855615,0,,280,s0,7.0
237870.57157275476,7247147.895101659,0,,190,s0,65.0
239669.6498813235,7249733.238862311,0,,190,s0,35.0
239680.4436915058,7249060.655764654,0,,160,s0,50.0
239676.39498195468,7249028.882232064,0,,328,s0,40.0
239599.40353376116,7248827.133297481,0,,352,s0,40.0
239620.29025735921,7247471.969137222,0,,157,s0,45.0
233630.74808998354,7234715.285723598,0,,138,s0,10.0
236571.01001995726,7242276.496660795,0,,134,s0,15.0
235322.40778491664,7239230.87658803,0,,338,s0,25.0
236088.1168862721,7238572.590580192,0,,58,s0,5.0
236953.86457062466,7238483.758661618,0,,320,s0,70.0
234914.71675121546,7238817.200790568,0,,2,s0,5.0
223566.90951825923,7236745.79242062,0,,19,s0,25.0
225102.00536754227,7238770.160366248,0,,18,s0,5.0
219019.8953520818,7242681.124301411,0,,188,s0,50.0
218193.43086994468,7242642.572148672,0,,210,s0,5.0
224026.59884610504,7240417.245107006,0,,172,s0,30.0
224881.22288651002,7239920.606196346,0,,12,s0,5.0
229628.74300265923,7260157.676998757,0,,20,s0,30.0
197788.8170454112,7232353.446473096,0,,140,s0,25.0
200573.76025228598,7233107.582970351,0,,146,s0,15.0
200939.27379241923,7232793.58688329,0,,188,s0,20.0
202776.20052636496,7234640.231003947,0,,160,s0,25.0
204057.45630483667,7233603.93193944,0,,198,s0,50.0
205752.2741581585,7232620.792054485,0,,200,s0,25.0
205988.65777660563,7232797.836017665,0,,165,s0,30.0
282135.0800933796,7261577.827929039,0,,98,s0,40.0
282245.2610648647,7261552.972988188,0,,98,s0,40.0
282636.8809480203,7261616.310096096,0,,146,s0,20.0
283083.45938341087,7262149.741517667,0,,128,s0,20.0
284079.09560710704,7263901.464959415,0,,68,s0,30.0
284821.9554739009,7263925.7600142155,0,,92,s0,5.0
284847.9793584992,7263026.353085891,0,,154,s0,5.0
281971.02077527205,7269861.54180306,0,,72,s0,10.0
282410.51603041496,7272694.765108649,0,,348,s0,28.0
280559.579607104,7273344.2229134245,0,,190,s0,75.0
280493.1345937661,7273286.774606861,0,,188,s0,38.0
280501.70202598895,7273122.817979759,0,,224,s0,40.0
280551.1606000771,7273017.779360065,0,,130,s0,45.0
276846.1708243123,7272611.092140142,0,,98,s0,15.0
276676.7846907802,7272639.506356513,0,,98,s0,15.0
288236.8894307118,7279588.901826985,0,,200,s0,20.0
288857.23254295404,7279649.939402954,0,,216,s0,15.0
288757.39186021656,7279766.425692509,0,,216,s0,15.0
289126.11303376243,7280434.459716111,0,,178,s0,15.0
288675.87344350794,7283824.649652769,0,,350,s0,20.0
314560.37853587035,7268858.106049159,0,,226,s0,60.0
314600.1235053787,7269004.8661765605,0,,55,s0,50.0
327313.74764964636,7246667.86280888,0,,182,s0,10.0
327300.76869072247,7246727.740620925,0,,158,s0,10.0
327269.4592199333,7246846.656415961,0,,178,s0,15.0
331569.19700720964,7246028.422964996,0,,172,s0,5.0
331431.0791152511,7249903.594185112,0,,155,s0,15.0
331783.93528437125,7253503.50143441,0,,335,s0,30.0
331450.77019143145,7255584.947762037,0,,212,s0,40.0
331195.0665598104,7255791.075805271,0,,180,s0,30.0
330864.845233286,7255905.452524222,0,,206,s0,35.0
331105.211594516,7256127.167394801,0,,192,s0,25.0
331804.83849967364,7310709.1373928,0,,320,s0,24.0
332050.25131761393,7310294.251841553,0,,324,s0,20.0
332088.7841480102,7310135.43416843,0,,312,s0,10.0
331834.77916031267,7309277.968703045,0,,0,s0,0.0
331814.11507450615,7309138.157161279,0,,287,s0,12.0
331993.89921769535,7309007.823690279,0,,323,s0,15.0
335219.63227710227,7340676.137696623,0,,170,s0,32.0
335116.00675183395,7340938.444304873,0,,175,s0,30.0
335002.98096407007,7341274.615878122,0,,200,s0,25.0
334953.8439779088,7341450.600057052,0,,178,s0,20.0
334827.624839267,7341677.533865333,0,,178,s0,27.0
334277.7424665387,7341759.447192114,0,,172,s0,35.0
334205.23675764445,7341906.247311374,0,,176,s0,24.0
334168.83135507733,7342264.904307782,0,,170,s0,28.0
334148.00235238904,7342315.064097902,0,,164,s0,44.0
334111.50624553254,7342453.415936786,0,,178,s0,48.0
334124.1965999021,7342631.119765686,0,,174,s0,36.0
334099.3848544158,7342744.686649475,0,,172,s0,35.0
333775.94985774835,7342841.946852443,0,,179,s0,30.0
334023.5313327378,7343372.80879703,0,,182,s0,34.0
334157.99631567346,7344130.964476636,0,,189,s0,35.0
334148.9011494148,7343914.87846032,0,,184,s0,35.0
315969.55209687166,7325298.067858297,0,,172,s0,28.0
312817.2235433865,7326432.316985188,0,,357,s0,20.0
312814.13959762047,7326543.384377741,0,,355,s0,26.0
312820.1920473349,7326639.054904283,0,,340,s0,20.0
312807.7490682915,7326827.656514971,0,,336,s0,25.0
312767.3361853986,7326971.457244748,0,,2,s0,20.0
312724.88657895994,7327092.302647019,0,,2,s0,24.0
312742.9944530346,7327160.668731299,0,,2,s0,20.0
312766.65178032103,7327239.302725578,0,,350,s0,32.0
312757.3834513301,7327503.708906463,0,,15,s0,25.0
295084.51889294636,7328155.396257536,0,,47,s0,30.0
294989.28763717116,7327991.2896609595,0,,42,s0,32.0
294951.80202900094,7327919.404293017,0,,29,s0,29.0
294936.01123717503,7327893.359594341,0,,28,s0,30.0
294917.35913737793,7327791.060417043,0,,29,s0,30.0
294843.5340933945,7327729.063036431,0,,29,s0,32.0
294763.2607991714,7327374.495207688,0,,20,s0,40.0
294439.487722884,7327177.495306449,0,,58,s0,30.0
294296.87584578595,7327092.902525067,0,,40,s0,45.0
294273.6967774667,7327135.213912708,0,,40,s0,36.0
294135.1336099142,7327002.4809301235,0,,22,s0,54.0
294034.6909805435,7326533.4064088855,0,,62,s0,35.0
294030.89789216744,7326479.287424648,0,,14,s0,28.0
293538.9508214597,7325385.340094466,0,,176,s0,37.0
293523.5640760044,7325367.383749428,0,,205,s0,50.0
293511.26952215936,7325311.145196624,0,,208,s0,32.0
293510.9479342306,7325290.869323719,0,,200,s0,25.0
293720.7799340333,7325071.014074616,0,,188,s0,30.0
293735.8368457174,7324894.969907897,0,,187,s0,30.0
293697.6585866264,7324682.593136573,0,,185,s0,30.0
293724.50705565466,7324450.220435364,0,,176,s0,32.0
293722.27243184985,7324373.196113442,0,,172,s0,28.0
293679.7815961936,7324205.730200645,0,,186,s0,32.0
293660.08227416826,7324127.896043563,0,,192,s0,38.0
293645.26449196786,7323993.073486304,0,,178,s0,36.0
293640.2015435703,7323879.996502796,0,,185,s0,22.0
293631.8155199221,7323708.711367389,0,,173,s0,36.0
293626.5381795713,7323519.629854384,0,,202,s0,42.0
293291.93006387923,7322902.005570024,0,,198,s0,20.0
293224.5944993568,7322780.270348877,0,,192,s0,16.0
293153.408125549,7322637.41942577,0,,208,s0,22.0
301557.54789460526,7324456.129232566,0,,2,s0,34.0
301523.48431181896,7324246.171968761,0,,8,s0,32.0
301542.5404579863,7324140.863404013,0,,356,s0,20.0
301560.82149479224,7324003.081449132,0,,20,s0,26.0
301519.41086473747,7323890.614341487,0,,38,s0,20.0
301499.10135023895,7323569.839634249,0,,190,s0,8.0
301499.37346309685,7323506.582510054,0,,186,s0,23.0
301449.4283841949,7322805.195275396,0,,188,s0,28.0
301402.70743041695,7322505.656245699,0,,183,s0,29.0
301444.373681642,7322171.674226772,0,,188,s0,25.0
301344.73089917056,7321965.6661591185,0,,292,s0,28.0
301333.3351423509,7321988.111590416,0,,202,s0,32.0
301181.29826521873,7322026.413794115,0,,280,s0,16.0
301172.739078839,7322035.381968669,0,,190,s0,10.0
301107.20110837376,7321882.913003286,0,,232,s0,10.0
300629.29671050387,7321465.647936387,0,,248,s0,17.0
299892.2254264095,7321315.238551788,0,,276,s0,10.0
294091.6945021624,7326092.416171172,0,,130,s0,11.0
294167.0945024084,7326059.052962156,0,,108,s0,10.0
294200.5396468707,7326051.6744640265,0,,128,s0,7.0
294223.41361894936,7326044.245976074,0,,124,s0,8.0
294344.9408721828,7326187.366844235,0,,40,s0,24.0
294371.33581977664,7326204.143429408,0,,42,s0,15.0
294415.7974122205,7326144.855497295,0,,42,s0,18.0
294424.82661172317,7325928.179601045,0,,198,s0,12.0
294451.2875260709,7325862.313008,0,,180,s0,14.0
294442.1841139673,7325718.712237522,0,,190,s0,48.0
294587.4016778652,7325531.150415187,0,,192,s0,24.0
295424.97331224196,7325238.020081008,0,,194,s0,42.0
295430.58048636524,7325349.987290407,0,,182,s0,38.0
295404.97713982547,7325575.071475172,0,,210,s0,15.0
295403.57534629345,7325615.703204703,0,,220,s0,22.0
295472.7497340938,7325894.546446966,0,,11,s0,28.0
295472.0735748624,7325934.428329124,0,,15,s0,30.0
312653.4940590483,7327774.283831721,0,,346,s0,30.0
312572.396180392,7328097.568028159,0,,330,s0,30.0
312493.796792562,7328453.775523156,0,,348,s0,30.0
312544.9952397983,7328842.596379796,0,,346,s0,26.0
313021.18450205086,7325275.192514524,0,,358,s0,12.0
312985.1666541657,7324830.52302571,0,,24,s0,16.0
312414.5459830307,7324538.41248397,0,,16,s0,8.0
312336.35064157157,7324334.883911622,0,,186,s0,20.0
312069.65529950534,7323838.524944054,0,,16,s0,22.0
312100.5524780797,7323707.551603299,0,,32,s0,30.0
312046.60816469416,7323422.709582068,0,,354,s0,18.0
312664.13944403024,7323267.031269934,0,,17,s0,25.0
312642.3209400228,7323218.451158276,0,,359,s0,15.0
312625.8374972745,7322812.133862984,0,,344,s0,27.0
312577.61579983355,7322670.252742477,0,,354,s0,25.0
312527.9345879451,7322600.696900368,0,,17,s0,41.0
312729.7681187801,7322020.684960117,0,,350,s0,8.0
320640.4930568264,7323034.748550368,0,,2,s0,54.0
320680.2215346467,7322841.627859525,0,,12,s0,32.0
320698.7252092452,7322736.409276463,0,,4,s0,38.0
320596.13866036036,7322677.621242598,0,,355,s0,32.0
320601.9272430529,7322556.955803698,0,,0,s0,22.0
320613.5786210455,7322463.39484776,0,,2,s0,44.0
320607.13861665135,7322450.567458738,0,,7,s0,42.0
320618.5838485317,7322284.341293594,0,,9,s0,22.0
320729.72958380135,7321955.318265278,0,,4,s0,22.0
320701.61950059264,7321799.999879885,0,,14,s0,16.0
320518.3968403335,7321169.058306217,0,,348,s0,58.0
215693.1012252433,7341591.631354172,0,,212,s0,72.0
215746.17147913866,7341733.792417694,0,,209,s0,32.0
215774.9494757296,7341802.418449061,0,,214,s0,56.0
215886.74663270038,7341977.342843695,0,,232,s0,72.0
216273.47673020192,7342069.80402345,0,,30,s0,56.0
215661.3794622367,7341327.7350695,0,,212,s0,60.0
215426.4141290129,7341254.010076035,0,,214,s0,44.0
230395.5405556807,7335051.222634189,0,,348,s0,14.0
230402.24442709354,7334744.884988328,0,,2,s0,18.0
230316.47940056602,7334501.31456639,0,,348,s0,22.0
230260.6715263701,7334401.61485998,0,,346,s0,26.0
230321.92165780184,7334277.980025489,0,,356,s0,64.0
230272.75993410626,7334101.265995122,0,,9,s0,71.0
230250.3229917782,7333991.1184153445,0,,4,s0,82.0
230286.80260694242,7333875.431962986,0,,358,s0,82.0
230265.87465411867,7333722.63306476,0,,354,s0,58.0
230292.9787443179,7333263.516516603,0,,170,s0,56.0
230301.4307347241,7333230.983138677,0,,172,s0,62.0
230272.2404459142,7333101.079580173,0,,164,s0,72.0
230375.14858273306,7332889.122723371,0,,168,s0,85.0
230382.35545064567,7332884.603643216,0,,164,s0,36.0
230409.69867033052,7332821.496488493,0,,347,s0,78.0
230461.60626017582,7332831.344483957,0,,182,s0,56.0
230521.92461120366,7332638.30377683,0,,360,s0,72.0
230473.760634669,7332333.81575449,0,,4,s0,70.0
230535.62095857837,7331973.109175267,0,,6,s0,70.0
230339.74917316542,7331613.9622785915,0,,12,s0,80.0
230526.03928750055,7330408.60762503,0,,184,s0,38.0
230775.70696110354,7330719.904261483,0,,9,s0,65.0
230754.9191876335,7331028.181512542,0,,5,s0,59.0
230949.16654172115,7331074.852012884,0,,37,s0,48.0
230924.68463000568,7331277.660731757,0,,358,s0,32.0
230962.58253039262,7331317.722577281,0,,26,s0,30.0
230989.39801604394,7331444.246823635,0,,6,s0,48.0
241803.13015965765,7328587.958212257,0,,160,s0,18.0
241833.90365057124,7328528.4503249135,0,,162,s0,18.0
241852.96804258265,7328357.795061298,0,,172,s0,22.0
241867.85179153798,7328266.1837085225,0,,175,s0,32.0
241870.358528204,7328161.614993183,0,,168,s0,28.0
241867.01896126446,7328076.772262674,0,,162,s0,44.0
241876.7490575327,7327898.9584561605,0,,176,s0,80.0
241902.72346706508,7327661.486792828,0,,192,s0,25.0
241900.24146793046,7327601.928915663,0,,188,s0,34.0
241914.91907077827,7327359.048353297,0,,194,s0,30.0
241820.92469164557,7327259.8185512405,0,,184,s0,30.0
241380.7945064896,7326957.25013819,0,,183,s0,62.0
241285.70343006498,7326884.694906602,0,,180,s0,22.0
241233.03722254466,7326828.216402641,0,,172,s0,73.0
241361.52396837279,7328341.778321486,0,,172,s0,71.0
243482.38810474178,7328994.015560372,0,,175,s0,31.0
243600.62526610584,7329329.947182458,0,,168,s0,13.0
243540.669732228,7329388.7152203955,0,,174,s0,18.0
243522.04236996375,7329480.026634224,0,,168,s0,28.0
243542.14573835727,7329730.2956926795,0,,175,s0,31.0
243335.85120575497,7330267.956253438,0,,26,s0,27.0
243537.84140764017,7330528.593201532,0,,26,s0,30.0
243623.993988843,7330568.48508165,0,,29,s0,50.0
243931.70416044787,7330929.771542822,0,,22,s0,42.0
244122.43878486304,7331014.094379144,0,,22,s0,60.0
244226.12203104506,7331074.692044659,0,,28,s0,32.0
244290.2334704468,7331186.7792296335,0,,34,s0,36.0
243883.8700176827,7330371.1352516245,0,,31,s0,20.0
230473.79361803865,7329901.330879748,0,,23,s0,89.0
230491.1758578173,7329950.200932389,0,,187,s0,76.0
241216.29815862371,7326809.400232619,0,,182,s0,52.0
240996.9587003434,7326652.362197269,0,,166,s0,70.0
241067.73278193607,7326518.219501621,0,,176,s0,70.0
241187.99017515153,7326213.421542358,0,,176,s0,40.0
241239.15563901106,7326128.908744691,0,,173,s0,58.0
246918.07685166976,7327857.546885116,0,,144,s0,12.0
246818.40108581647,7327658.617376647,0,,186,s0,28.0
246708.60766901684,7327576.204151627,0,,210,s0,32.0
246609.5833248604,7327381.06387187,0,,200,s0,18.0
246553.8744007945,7327333.963459024,0,,205,s0,20.0
246435.22494721622,7327172.826258041,0,,217,s0,36.0
246314.82737464612,7326984.384614797,0,,182,s0,28.0
246181.55803913134,7326816.548777303,0,,172,s0,37.0
246017.27608321924,7326625.887585845,0,,188,s0,26.0
246059.60200198847,7326249.184262715,0,,210,s0,15.0
245836.14786740532,7326234.987152506,0,,199,s0,25.0
245811.74841413356,7326166.401112996,0,,196,s0,38.0
245740.7599405858,7325882.758847563,0,,196,s0,35.0
245725.7030288989,7325507.795170333,0,,194,s0,45.0
245567.55598114192,7325043.939586803,0,,210,s0,38.0
233973.67626283248,7328574.980854221,0,,184,s0,54.0
233969.14104847063,7328523.911249291,0,,188,s0,48.0
233962.94017355982,7328447.436815441,0,,179,s0,51.0
233857.5747751405,7327957.466547478,0,,184,s0,52.0
234067.56344598794,7327768.99491032,0,,184,s0,48.0
233984.75043172,7327629.123380771,0,,190,s0,74.0
233959.93868623226,7327487.242260264,0,,194,s0,52.0
233856.73369902064,7327279.274591489,0,,178,s0,60.0
233865.18568942265,7327197.3012769185,0,,187,s0,67.0
233818.1761310902,7326834.4451352395,0,,186,s0,58.0
233437.00373265054,7326996.882071696,0,,189,s0,50.0
233084.700035093,7326981.185266759,0,,186,s0,42.0
233071.93546812236,7326778.116600798,0,,187,s0,50.0
233210.05336008186,7326240.955938289,0,,192,s0,52.0
233218.26622100198,7326095.915460857,0,,190,s0,50.0
234254.95025762648,7328932.458090746,0,,187,s0,40.0
234496.88332927745,7329523.937696766,0,,178,s0,14.0
234624.84234107228,7329671.397681706,0,,342,s0,46.0
234454.80478583334,7328916.90125728,0,,180,s0,16.0
223836.46616861754,7328513.0134682525,0,,210,s0,50.0
223755.91251568153,7328371.012372171,0,,200,s0,55.0
223701.93521891796,7328306.11558173,0,,196,s0,36.0
223657.6467892041,7328187.539717507,0,,198,s0,39.0
223585.421439011,7328082.951006243,0,,200,s0,35.0
223598.11179338314,7328047.838153362,0,,198,s0,30.0
223622.80809705314,7328022.713267458,0,,180,s0,31.0
223811.31634350593,7327596.859948654,0,,200,s0,22.0
223713.00938780623,7327390.122029567,0,,208,s0,32.0
223681.74939207954,7327082.704603497,0,,200,s0,25.0
223046.38235153124,7332180.696921963,0,,202,s0,82.0
222938.24634942965,7332148.223531838,0,,204,s0,62.0
222837.6223114835,7331975.128764786,0,,216,s0,42.0
222802.3218520467,7331865.041172799,0,,205,s0,65.0
222781.08880298707,7331826.938928403,0,,201,s0,49.0
222740.51100320258,7331762.9719487,0,,197,s0,46.0
222740.0162525439,7331715.411629465,0,,192,s0,58.0
222719.99534259044,7331604.294247088,0,,201,s0,70.0
222632.77904746705,7331229.060624815,0,,195,s0,51.0
222603.91034658748,7331175.51152458,0,,198,s0,64.0
222539.62574445334,7331106.645542058,0,,204,s0,52.0
222481.64096736256,7331001.54693458,0,,201,s0,85.0
222476.28116857033,7330958.215754517,0,,199,s0,54.0
221703.21677409735,7330105.949230971,0,,200,s0,67.0
221670.82709769823,7329967.307451106,0,,210,s0,52.0
221579.1745383481,7330737.210739527,0,,203,s0,50.0
320015.2931422959,7317219.362255418,0,,180,s0,22.0
320105.98093786463,7317475.840050105,0,,200,s0,20.0
320101.1488731075,7317696.325170996,0,,180,s0,20.0
320182.09008071886,7317776.888772508,0,,180,s0,28.0
320173.22579809895,7317987.345934562,0,,187,s0,32.0
320168.7730421827,7318010.001323124,0,,181,s0,28.0
320149.89830458607,7318264.419537032,0,,185,s0,28.0
320135.2454392725,7318602.640693095,0,,195,s0,19.0
320137.66971749556,7318707.679312788,0,,182,s0,14.0
320137.98305957735,7318851.0201361785,0,,178,s0,24.0
320115.38944620674,7319326.493354981,0,,172,s0,24.0
320200.7669180496,7320500.19445152,0,,4,s0,24.0
320230.05615698907,7320697.734242868,0,,356,s0,20.0
326295.0807828631,7315135.506418216,0,,178,s0,18.0
319890.38509289786,7316403.388344545,0,,180,s0,35.0
319677.60932668205,7316380.303043492,0,,208,s0,15.0
319672.64532841666,7316236.122391047,0,,210,s0,18.0
319533.11739708256,7316059.878265031,0,,212,s0,15.0
319449.7601570935,7315493.103630366,0,,208,s0,8.0
319390.19217790174,7315338.705057749,0,,194,s0,7.0
319175.6188176257,7315186.975941773,0,,182,s0,4.0
318697.10422727873,7314712.73247266,0,,180,s0,8.0
318593.1406223976,7314434.029201904,0,,212,s0,6.0
317985.05083477986,7314191.92848081,0,,238,s0,4.0
317559.4993023467,7313970.103632617,0,,234,s0,12.0
292015.5145960525,7307763.117046977,0,,22,s0,32.0
292056.7355716884,7307508.248924646,0,,15,s0,18.0
291926.7728197371,7307220.707452882,0,,6,s0,22.0
291926.74808220554,7307188.024105483,0,,0,s0,24.0
292199.56184074207,7307101.981619178,0,,8,s0,26.0
292032.0310221773,7307022.067885389,0,,4,s0,28.0
291988.5259476701,7306950.072539834,0,,15,s0,28.0
